インフォメーション,インフォメーション,インフォメーション
円やか,まろやか,マロヤカ
蘇生,蘇生,ソセイ
野山,野山,ノヤマ
振り撒く,ふりまく,フリマク
恍惚,恍惚,コウコツ
丑,丑,ウシ
便箋,便箋,ビンセン
台座,台座,ダイザ
天神,天神,テンジン
運び出す,運び出す,ハコビダス
ワイルド,ワイルド,ワイルド
走り抜ける,走り抜ける,ハシリヌケル
榎,榎,エノキ
土産物,土産物,ミヤゲモノ
伝い,伝い,ツタイ
ゆらゆら,ゆらゆら,ユラユラ
参上,参上,サンジョウ
名手,名手,メイシュ
ファイバー,ファイバー,ファイバー
切らす,切らす,キラス
呉服,呉服,ゴフク
宿屋,宿屋,ヤドヤ
メガ,メガ,メガ
工員,工員,コウイン
女帝,女帝,ジョテイ
ケチャップ,ケチャップ,ケチャップ
従前,従前,ジュウゼン
山の手,山の手,ヤマノテ
クロゼット,クロゼット,クロゼット
私服,私服,シフク
読経,読経,ドキョウ
屋根裏,屋根裏,ヤネウラ
塩辛,塩辛,シオカラ
読本,読本,トクホン
小口,小口,コグチ
バグ,バグ,バグ
架かる,かかる,カカル
手話,手話,シュワ
マイノリティー,マイノリティー,マイノリティー
磁器,磁器,ジキ
進み出る,進出る,ススミデル
桔梗,桔梗,キキョウ
葵,葵,アオイ
内政,内政,ナイセイ
入籍,入籍,ニュウセキ
絞り出す,絞り出す,シボリダス
浄瑠璃,浄瑠璃,ジョウルリ
接吻,接吻,セップン
口臭,口臭,コウシュウ
ヒロイン,ヒロイン,ヒロイン
ホスピス,ホスピス,ホスピス
地頭,地頭,ジガシラ
荒らし,荒らし,アラシ
無風,無風,ムフウ
霊能,霊能,レイノウ
南朝,南朝,ナンチョウ
掘削,掘削,クッサク
パージ,パージ,パージ
キロワット,キロワット,キロワット
政友,政友,セイユウ
蟋蟀,コオロギ,コオロギ
脇差,脇差,ワキザシ
卵胞,卵胞,ランホウ
長城,長城,チョウジョウ
代位,代位,ダイイ
繰り下げる,繰り下げる,クリサゲル
唯識,唯識,ユイシキ
噛み合う,かみ合う,カミアウ
長らく,長らく,ナガラク
ハンター,ハンター,ハンター
疎い,疎い,ウトイ
傍,はた,ハタ
始動,始動,シドウ
掘り下げる,掘り下げる,ホリサゲル
残骸,残骸,ザンガイ
大昔,大昔,オオムカシ
家財,家財,カザイ
罹る,かかる,カカル
恒常,恒常,コウジョウ
要所,要所,ヨウショ
斬新,斬新,ザンシン
随一,随一,ズイイチ
購読,購読,コウドク
ぺらぺら,ペラペラ,ペラペラ
不向き,不向き,フムキ
魔力,魔力,マリョク
砂利,砂利,ジャリ
けじめ,けじめ,ケジメ
羨望,羨望,センボウ
仕立て,仕立て,シタテ
雑踏,雑踏,ザットウ
浮き浮き,うきうき,ウキウキ
時世,時世,ジセイ
知見,知見,チケン
飲ます,飲ます,ノマス
朝顔,朝顔,アサガオ
左下,左下,ヒダリシタ
スリップ,スリップ,スリップ
勇ましい,勇ましい,イサマシイ
花壇,花壇,カダン
入港,入港,ニュウコウ
出国,出国,シュッコク
打ち殺す,打ち殺す,ウチコロス
高み,高み,タカミ
年俸,年俸,ネンポウ
更,更,サラ
がた,がた,ガタ
面食らう,面食らう,メンクラウ
うら,うら,ウラ
書生,書生,ショセイ
収奪,収奪,シュウダツ
健気,けなげ,ケナゲ
鏤める,ちりばめる,チリバメル
空き缶,空き缶,アキカン
反則,反則,ハンソク
表札,表札,ヒョウサツ
諸説,諸説,ショセツ
岸辺,岸辺,キシベ
既得,既得,キトク
本節,本節,ホンセツ
重度,重度,ジュウド
武人,武人,ブジン
有線,有線,ユウセン
石畳,石畳,イシダタミ
簾,すだれ,スダレ
拘置,拘置,コウチ
館内,館内,カンナイ
老ける,ふける,フケル
傍点,傍点,ボウテン
寵愛,寵愛,チョウアイ
記帳,記帳,キチョウ
勘案,勘案,カンアン
華僑,華僑,カキョウ
サンデー鱻sunday,サンデー,サンデー
プレゼンテーション,プレゼンテーション,プレゼンテーション
忠義,忠義,チュウギ
モニタリング,モニタリング,モニタリング
気長,気長,キナガ
遍歴,遍歴,ヘンレキ
紙切れ,紙切れ,カミキレ
本籍,本籍,ホンセキ
パレス,パレス,パレス
全軍,全軍,ゼングン
照準,照準,ショウジュン
華人,華人,カジン
恨めしい,うらめしい,ウラメシイ
女装,女装,ジョソウ
クラウン鱻crown,クラウン,クラウン
番所,番所,バンショ
ハンドバッグ,ハンドバッグ,ハンドバッグ
子持ち,子持ち,コモチ
相乗り,相乗り,アイノリ
マーキング,マーキング,マーキング
軍政,軍政,グンセイ
なんだ,なんだ,ナンダ
勝ち組,勝ち組,カチグミ
抱え,かかえ,カカエ
若僧,若僧,ワカゾウ
執事,執事,シツジ
落ち葉,落ち葉,オチバ
力無い,力ない,チカラナイ
主事,主事,シュジ
アトラクション,アトラクション,アトラクション
酸漿,ほおずき,ホオズキ
参院,参院,サンイン
鉄骨,鉄骨,テッコツ
エンディング,エンディング,エンディング
シリンダー,シリンダー,シリンダー
イノベーション,イノベーション,イノベーション
モジュール,モジュール,モジュール
強ち,あながち,アナガチ
ざら,ざら,ザラ
脚光,脚光,キャッコウ
枝葉,枝葉,エダハ
紛い,まがい,マガイ
起床,起床,キショウ
制覇,制覇,セイハ
算盤,そろばん,ソロバン
償う,償う,ツグナウ
糠,ぬか,ヌカ
猜疑,猜疑,サイギ
リフレッシュ,リフレッシュ,リフレッシュ
染み付く,しみつく,シミツク
クリ,クリ,クリ
博覧,博覧,ハクラン
終日,終日,シュウジツ
注視,注視,チュウシ
実り,実り,ミノリ
色付く,色付く,イロヅク
上質,上質,ジョウシツ
掻き集める,かき集める,カキアツメル
興ずる,興ずる,キョウズル
生まれ付き,生まれつき,ウマレツキ
頓着,頓着,トンジャク
動態,動態,ドウタイ
突,突,トツ
強者,強者,キョウシャ
未開,未開,ミカイ
攻防,攻防,コウボウ
発声,発声,ハッセイ
ソー,ソー,ソー
ドキュメンタリー,ドキュメンタリー,ドキュメンタリー
どっしり,どっしり,ドッシリ
果せる,果たせる,ハタス
外面,外面,ソトヅラ
難儀,難儀,ナンギ
フォーン,フォーン,フォーン
ぞくぞく,ぞくぞく,ゾクゾク
流派,流派,リュウハ
恩人,恩人,オンジン
子女,子女,シジョ
泣き叫ぶ,泣き叫ぶ,ナキサケブ
淡水,淡水,タンスイ
漢詩,漢詩,カンシ
局員,局員,キョクイン
鎮守,鎮守,チンジュ
擦れる,すれる,スレル
密輸,密輸,ミツユ
巾着,＊,キンチャク
貧民,貧民,ヒンミン
常習,常習,ジョウシュウ
真新しい,真新しい,マアタラシイ
水兵,水兵,スイヘイ
書き手,書き手,カキテ
逸る,はやる,ハヤル
渓,渓,ケイ
鞠,まり,マリ
醸成,醸成,ジョウセイ
幼年,幼年,ヨウネン
遺骸,遺骸,イガイ
里帰り,里帰り,サトガエリ
通算,通算,ツウサン
野良,のら,ノラ
前科,前科,ゼンカ
消え失せる,消えうせる,キエウセル
書道,書道,ショドウ
パトロン,パトロン,パトロン
千鳥,千鳥,チドリ
伴侶,伴侶,ハンリョ
加重,加重,カジュウ
色紙,色紙,イロガミ
荷車,荷車,ニグルマ
値切る,値切る,ネギル
共用,共用,キョウヨウ
督促,督促,トクソク
晦ます,くらます,クラマス
一望,一望,イチボウ
貴殿,貴殿,キデン
つんと,つんと,ツント
放課,放課,ホウカ
バロック,バロック,バロック
シロップ,シロップ,シロップ
莢,さや,サヤ
耐,耐,タイ
童貞,童貞,ドウテイ
帰京,帰京,キキョウ
量子,量子,リョウシ
プロダクト,プロダクト,プロダクト
山車,山車,ダシ
開祖,開祖,カイソ
実存,実存,ジツゾン
祓い,はらい,ハライ
炭水,炭水,タンスイ
クラッチ鱻clutch,クラッチ,クラッチ
説法,説法,セッポウ
振り下ろす,振り下ろす,フリオロス
ｅｔｃ,etc.,エトセトラ
転写,転写,テンシャ
竣功,竣功,シュンコウ
おなら,おなら,オナラ
新党,新党,シントウ
謙譲,謙譲,ケンジョウ
バルナ,バルナ,バルナ
植生,植生,ショクセイ
神祇,神祇,ジンギ
後ずさる,後ずさる,アトズサル
バッティング鱻batting,バッティング,バッティング
ヘッダー,ヘッダー,ヘッダー
仕込み,仕込み,シコミ
バリカン,バリカン,バリカン
セクシャリティー,セクシャリティー,セクシャリティー
筋トレ,#N/A,#N/A
腎炎,腎炎,ジンエン
付け込む,付け込む,ツケコム
罷り通る,まかり通る,マカリトオル
法王,法王,ホウオウ
編み出す,編み出す,アミダス
満々,満々,マンマン
追い求める,追い求める,オイモトメル
決別,決別,ケツベツ
特筆,特筆,トクヒツ
錯綜,錯綜,サクソウ
止めど,とめど,トメド
捌く,さばく,サバク
罵倒,罵倒,バトウ
実子,実子,ジッシ
転機,転機,テンキ
見定める,見定める,ミサダメル
家長,家長,カチョウ
一躍,一躍,イチヤク
未然,未然,ミゼン
買い求める,買い求める,カイモトメル
美化,美化,ビカ
挽く,ひく,ヒク
コスモス,コスモス,コスモス
掛け合う,かけ合う,カケアウ
追究,追究,ツイキュウ
修士,修士,シュウシ
還暦,還暦,カンレキ
きょろきょろ,きょろきょろ,キョロキョロ
太平,太平,タイヘイ
言い伝え,言い伝え,イイツタエ
照れ,照れ,テレ
中産,中産,チュウサン
自足,自足,ジソク
取々,とりどり,トリドリ
アドバイザー,アドバイザー,アドバイザー
妄り,みだり,ミダリ
満更,まんざら,マンザラ
悔いる,悔いる,クイル
開墾,開墾,カイコン
スペシャル,スペシャル,スペシャル
母方,母方,ハハカタ
認,認,ニン
マーチ,マーチ,マーチ
ノルマ,ノルマ,ノルマ
互換,互換,ゴカン
村民,村民,ソンミン
高名,高名,コウメイ
折り返し,折り返し,オリカエシ
薄々,うすうす,ウスウス
悍ましい,おぞましい,オゾマシイ
ムーン,ムーン,ムーン
先鋒,先鋒,センポウ
ダウンタウン,ダウンタウン,ダウンタウン
鳶,とび,トビ
ビジュアル,ビジュアル,ビジュアル
欠損,欠損,ケッソン
悠然,悠然,ユウゼン
ウーロン,ウーロン,ウーロン
企み,たくらみ,タクラミ
婦長,婦長,フチョウ
心霊,心霊,シンレイ
嗅覚,嗅覚,キュウカク
満了,満了,マンリョウ
荘厳,荘厳,ソウゴン
忝い,かたじけない,カタジケナイ
レート鱻late,レート,レート
嘲る,あざける,アザケル
少額,少額,ショウガク
税込み,税込み,ゼイコミ
ブラジャー,ブラジャー,ブラジャー
散文,散文,サンブン
大門,大門,ダイモン
取り憑く,とりつく,トリツク
ほっそり,ほっそり,ホッソリ
常温,常温,ジョウオン
ひそひそ,ひそひそ,ヒソヒソ
半袖,半そで,ハンソデ
享楽,享楽,キョウラク
尺八,尺八,シャクハチ
平時,平時,ヘイジ
中二,中二,チュウニ
エロス,エロス,エロス
岩壁,岩壁,ガンペキ
農事,農事,ノウジ
詩歌,詩歌,シイカ
碑文,碑文,ヒブン
怪獣,怪獣,カイジュウ
下院,下院,カイン
職安,職安,ショクアン
香菜,香菜,コウサイ
自賛,自賛,ジサン
治部,治部,ジブ
フロラ,フロラ,フロラ
純一,純一,ジュンイツ
ラマ鱻lama,ラマ,ラマ
卵管,卵管,ランカン
結露,結露,ケツロ
親身,親身,シンミ
類する,類する,ルイスル
翻る,翻る,ヒルガエル
持論,持論,ジロン
減ずる,減ずる,ゲンズル
乗り継ぐ,乗り継ぐ,ノリツグ
食い物,食い物,クイモノ
懲罰,懲罰,チョウバツ
ごまかし,ごまかし,ゴマカシ
長文,長文,チョウブン
違える,違える,チガエル
実費,実費,ジッピ
冷や汗,冷や汗,ヒヤアセ
煮える,煮える,ニエル
曲がりくねる,曲がりくねる,マガリクネル
使い分け,使い分け,ツカイワケ
帰路,帰路,キロ
論調,論調,ロンチョウ
破局,破局,ハキョク
打ちまける,ぶちまける,ブチマケル
捨て去る,捨て去る,ステサル
欠け,欠け,カケル
辞令,辞令,ジレイ
滅ぶ,滅ぶ,ホロブ
判然,判然,ハンゼン
退出,退出,タイシュツ
レクリエーション,レクリエーション,レクリエーション
欺瞞,欺まん,ギマン
マーカー,マーカー,マーカー
嫁入り,嫁入り,ヨメイリ
月末,月末,ゲツマツ
晩秋,晩秋,バンシュウ
ぽん,ぽん,ポン
拗ねる,すねる,スネル
総菜,総菜,ソウザイ
純白,純白,ジュンパク
寝転ぶ,寝転ぶ,ネコロブ
水害,水害,スイガイ
建ち並ぶ,建ち並ぶ,タチナラブ
続編,続編,ゾクヘン
丸み,丸み,マルミ
命日,命日,メイニチ
貸し出す,貸し出す,カシダス
こそこそ,こそこそ,コソコソ
雖も,いえども,イエドモ
ドナー,ドナー,ドナー
若葉,若葉,ワカバ
両家,両家,リョウケ
鬱蒼,鬱蒼,ウッソウ
水割り,水割り,ミズワリ
蝮,マムシ,マムシ
刺さる,刺さる,ササル
蛸焼き,たこ焼き,タコヤキ
曙,曙,アケボノ
菊花,菊花,キッカ
ｖｔｒ,ＶＴＲ,ブイティーアール
性病,性病,セイビョウ
雉,きじ,キジ
マンダラ,マンダラ,マンダラ
請願,請願,セイガン
納品,納品,ノウヒン
長袖,長そで,ナガソデ
どない,どない,ドナイ
一場,一場,イチジョウ
隊士,隊士,タイシ
両軍,両軍,リョウグン
ちんちん,チンチン,チンチン
明暗,明暗,メイアン
櫃,ひつ,ヒツ
前段,前段,ゼンダン
髑髏,どくろ,ドクロ
公司,公司,コウシ
仕上がり,仕上がり,シアガリ
インプット,インプット,インプット
校門,校門,コウモン
弛緩,し緩,シカン
後ろ手,後ろ手,ウシロデ
別当,別当,ベットウ
一夫,一夫,イップ
ガバナンス,ガバナンス,ガバナンス
グリル鱻grill,グリル,グリル
城門,城門,ジョウモン
祭司,祭司,サイシ
給水,給水,キュウスイ
固体,固体,コタイ
雲雀,ひばり,ヒバリ
填補,填補,テンポ
送受信,送受信,ソウジュシン
樹海,樹海,ジュカイ
大后,大后,オオキサキ
規,規,キ
飛び掛かる,飛びかかる,トビカカル
舎人,舎人,トネリ
難聴,難聴,ナンチョウ
フルート,フルート,フルート
ｅａ,ＥＡ,#N/A
雨月,雨月,ウゲツ
ｒａｍ,ＲＡＭ,ラム
密航,密航,ミッコウ
将監,将監,ショウゲン
語形,語形,ゴケイ
皇,皇,コウ
ジャンボ,ジャンボ,ジャンボ
粘る,粘る,ネバル
一石,一石,イッセキ
立ち戻る,立ち戻る,タチモドル
未曾有,みぞう,ミゾウ
和やか,和やか,ナゴヤカ
怠ける,怠ける,ナマケル
富豪,富豪,フゴウ
悔い,悔い,クイ
結実,結実,ケツジツ
脱線,脱線,ダッセン
ローラー,ローラー,ローラー
ごたごた,ゴタゴタ,ゴタゴタ
応酬,応酬,オウシュウ
転覆,転覆,テンプク
功労,功労,コウロウ
胃袋,胃袋,イブクロ
くどい,くどい,クドイ
他愛,他愛,タアイ
潜入,潜入,センニュウ
真髄,真髄,シンズイ
鍍金,メッキ,メッキ
撃退,撃退,ゲキタイ
釣り合い,釣り合い,ツリアイ
曜日,曜日,ヨウビ
厘,厘,リン
改築,改築,カイチク
稼業,稼業,カギョウ
実名,実名,ジツメイ
牢獄,牢獄,ロウゴク
発泡,発泡,ハッポウ
音痴,音痴,オンチ
体得,体得,タイトク
ｂｇｍ,ＢＧＭ,ビージーエム
踏ん張る,踏ん張る,フンバル
嶺,嶺,レイ
リトル,リトル,リトル
縷々,縷々,ルル
落書き,落書き,ラクガキ
コントラスト,コントラスト,コントラスト
ぴい,ぴい,ピイ
丸出し,丸出し,マルダシ
裏庭,裏庭,ウラニワ
一式,一式,イッシキ
姉弟,姉弟,シテイ
同月,同月,ドウゲツ
ぱちぱち,パチパチ,パチパチ
史家,史家,シカ
怪談,怪談,カイダン
型式,型式,ケイシキ
農夫,農夫,ノウフ
ダイビング,ダイビング,ダイビング
微細,微細,ビサイ
新鋭,新鋭,シンエイ
落城,落城,ラクジョウ
裁き,さばき,サバキ
うとうと,うとうと,ウトウト
脅し,脅し,オドシ
補填,補てん,ホテン
手錠,手錠,テジョウ
冷やかす,冷やかす,ヒヤカス
申し付ける,申しつける,モウシツケル
遷都,遷都,セント
前条,前条,ゼンジョウ
自筆,自筆,ジヒツ
踊り場,踊り場,オドリバ
ふらつく,ふらつく,フラツク
腱,腱,ケン
恩賞,恩賞,オンショウ
短剣,短剣,タンケン
ユニオン,ユニオン,ユニオン
ヘッドライト,ヘッドライト,ヘッドライト
縋り付く,すがりつく,スガリツク
参内,参内,サンダイ
窶れる,やつれる,ヤツレル
放心,放心,ホウシン
積み立てる,積み立てる,ツミタテル
科する,科する,カスル
理系,理系,リケイ
陰茎,陰茎,インケイ
娑婆,娑婆,シャバ
山芋,山芋,ヤマイモ
受け手,受け手,ウケテ
双眼,双眼,ソウガン
きゅっと,きゅっと,キュット
木馬,木馬,モクバ
充血,充血,ジュウケツ
広葉,広葉,コウヨウ
インターホン,インターホン,インターホン
現出,現出,ゲンシュツ
突き立てる,突き立てる,ツキタテル
耳朶,耳朶,ジダ
左利き,左利き,ヒダリキキ
艦船,艦船,カンセン
講話,講話,コウワ
祭神,祭神,サイジン
ホラー,ホラー,ホラー
本城,本城,ホンジョウ
縫製,縫製,ホウセイ
藩邸,藩邸,ハンテイ
よろよろ,よろよろ,ヨロヨロ
天界,天界,テンカイ
他力,他力,タリキ
風間,風間,カザマ
膵臓,すい臓,スイゾウ
オゾン,オゾン,オゾン
神人,神人,シンジン
油揚げ,油揚げ,アブラアゲ
播種,はしゅ,ハシュ
恒星,恒星,コウセイ
置換,置換,チカン
当期,当期,トウキ
目論む,もくろむ,モクロム
乗っかる,乗っかる,ノッカル
短絡,短絡,タンラク
凌駕,りょうが,リョウガ
粘り強い,粘り強い,ネバリヅヨイ
初旬,初旬,ショジュン
便乗,便乗,ビンジョウ
机上,机上,キジョウ
腕力,腕力,ワンリョク
奥地,奥地,オクチ
抗する,抗する,コウスル
確執,確執,カクシツ
彷彿,彷彿,ホウフツ
島国,島国,シマグニ
下座,下座,ゲザ
生真面目,きまじめ,キマジメ
風通し,風通し,カゼトオシ
目する,目する,モクスル
変人,変人,ヘンジン
抜け出る,抜け出る,ヌケデル
温厚,温厚,オンコウ
身上,身上,シンジョウ
箍,タガ,タガ
平らげる,平らげる,タイラゲル
定説,定説,テイセツ
薬缶,薬缶,ヤカン
墓石,墓石,ハカイシ
懸ける,懸ける,カケル
寝起き,寝起き,ネオキ
出征,出征,シュッセイ
乗り移る,乗り移る,ノリウツル
統率,統率,トウソツ
模造,模造,モゾウ
べたべた,ベタベタ,ベタベタ
怒鳴り付ける,怒鳴りつける,ドナリツケル
招聘,招聘,ショウヘイ
挿す,挿す,サス
車窓,車窓,シャソウ
駆け回る,駆け回る,カケマワル
びくと,びくと,ビクト
威信,威信,イシン
シンク鱻think,シンク,シンク
プロペラ,プロペラ,プロペラ
押し遣る,押しやる,オシヤル
香料,香料,コウリョウ
自害,自害,ジガイ
揺らぎ,ゆらぎ,ユラギ
キャロル,キャロル,キャロル
木箱,木箱,キバコ
着色,着色,チャクショク
致死,致死,チシ
上巻,上巻,ジョウカン
盗み,盗み,ヌスミ
白地,白地,シロジ
照会,照会,ショウカイ
見窄らしい,みすぼらしい,ミスボラシイ
超人,超人,チョウジン
談判,談判,ダンパン
蕩ける,とろける,トロケル
閃光,閃光,センコウ
払い戻し,払い戻し,ハライモドシ
直営,直営,チョクエイ
憑依,憑依,ヒョウイ
起つ,起つ,タツ
沿海,沿海,エンカイ
スチュワーデス,スチュワーデス,スチュワーデス
長め,長め,ナガメ
目元,目元,メモト
後発,後発,コウハツ
杏子,あんず,アンズ
両人,両人,リョウニン
ギャル,ギャル,ギャル
文武,文武,ブンブ
ちぎれる,ちぎれる,チギレル
虚空,虚空,コクウ
密告,密告,ミッコク
低地,低地,テイチ
手筈,手はず,テハズ
窄める,すぼめる,スボメル
速力,速力,ソクリョク
隣室,隣室,リンシツ
苦味,苦み,ニガミ
ハイパー,ハイパー,ハイパー
僧正,僧正,ソウジョウ
海路,海路,カイロ
盛り付ける,盛りつける,モリツケル
譲り受ける,譲り受ける,ユズリウケル
天女,天女,テンニョ
米英,米英,ベイエイ
上気,上気,ジョウキ
轟音,轟音,ゴウオン
結界,結界,ケッカイ
読み手,読み手,ヨミテ
僧院,僧院,ソウイン
城郭,城郭,ジョウカク
ネガ,ネガ,ネガ
心電,心電,シンデン
詩篇,詩篇,シヘン
覆面,覆面,フクメン
約定,約定,ヤクジョウ
上水,上水,ジョウスイ
脇の下,脇の下,ワキノシタ
陪審,陪審,バイシン
掻き上げる,かき上げる,カキアゲル
作風,作風,サクフウ
南無阿弥陀仏,南無阿弥陀仏,ナムアミダブツ
地層,地層,チソウ
唐人,唐人,トウジン
投函,投函,トウカン
売り主,売り主,ウリヌシ
拘留,拘留,コウリュウ
メルマガ,メルマガ,メルマガ
常磐,常磐,トキワ
涅槃,涅槃,ネハン
聞き書き,聞き書き,キキガキ
頚,頚,ケイ
メル友,#N/A,#N/A
キロバイト,キロバイト,キロバイト
ファセット,ファセット,#N/A
景勝,景勝,ケイショウ
梶,梶,カジ
壇,壇,ダン
開,開,カイ
防,防,ボウ
似通う,似通う,ニカヨウ
団欒,団らん,ダンラン
正論,正論,セイロン
押し切る,押し切る,オシキル
見栄え,見栄え,ミバエ
狂い,狂い,クルイ
分家,分家,ブンケ
ヤング,ヤング,ヤング
序章,序章,ジョショウ
標榜,標榜,ヒョウボウ
席捲,席捲,セッケン
ビデオテープ,ビデオテープ,ビデオテープ
花開く,花開く,ハナヒラク
痛烈,痛烈,ツウレツ
息衝く,息づく,イキヅク
信憑,しんぴょう,シンピョウ
打ち立てる,打ち立てる,ウチタテル
フレンド,フレンド,フレンド
エゴ,エゴ,エゴ
真冬,真冬,マフユ
ウォール,ウォール,ウォール
ジャーナル,ジャーナル,ジャーナル
病弱,病弱,ビョウジャク
車道,車道,シャドウ
書き付ける,書きつける,カキツケル
ぼやける,ぼやける,ボヤケル
巻き起こす,巻き起こす,マキオコス
津々,津々,ツツ
ごっこ,ごっこ,ゴッコ
呼ばわり,呼ばわりする,ヨバワリ
忽然,こつ然,コツゼン
私見,私見,シケン
副業,副業,フクギョウ
捜し回る,探し回る,サガシマワル
詰問,詰問,キツモン
残忍,残忍,ザンニン
陰影,陰影,インエイ
萎む,しぼむ,シボム
スクープ,スクープ,スクープ
ミイラ,ミイラ,ミイラ
粗,粗,ソ
各部,各部,カクブ
大急ぎ,大急ぎ,オオイソギ
取り柄,とりえ,トリエ
毛糸,毛糸,ケイト
右端,右端,ミギハシ
寝付く,寝つく,ネツク
申し入れ,申し入れ,モウシイレ
余所余所しい,よそよそしい,ヨソヨソシイ
倒壊,倒壊,トウカイ
居城,居城,キョジョウ
古着,古着,フルギ
文房,文房,ブンボウ
希有,希有,ケウ
織り込む,織り込む,オリコム
博,博,ハク
小太り,小太り,コブトリ
大奥,大奥,オオオク
叱り付ける,叱りつける,シカリツケル
論評,論評,ロンピョウ
新陳,新陳,シンチン
西北,西北,セイホク
出航,出航,シュッコウ
蹴り,けり,ケリ
増産,増産,ゾウサン
牧,牧,マキ
あい,あい,アイ
蘭学,蘭学,ランガク
出港,出港,シュッコウ
パーキング,パーキング,パーキング
アパートメント,アパートメント,アパートメント
駆け下りる,かけおりる,カケオリル
キャンバス,キャンバス,キャンバス
写実,写実,シャジツ
捲し立てる,まくしたてる,マクシタテル
ロマンス,ロマンス,ロマンス
メス,メス,メス
茶漬け,茶漬け,チャヅケ
右脳,右脳,ウノウ
不死,不死,フシ
ちょい,ちょい,チョイ
プロポーズ,プロポーズ,プロポーズ
領内,領内,リョウナイ
初等,初等,ショトウ
王族,王族,オウゾク
欄干,欄干,ランカン
サポーター,サポーター,サポーター
特化,特化,トッカ
突き飛ばす,突き飛ばす,ツキトバス
栄華,栄華,エイガ
わん,わん,ワン
バルブ鱻bulb,バルブ,バルブ
追っ手,追っ手,オッテ
和合,和合,ワゴウ
保温,保温,ホオン
ザット,ザット,ザット
耐熱,耐熱,タイネツ
目薬,目薬,メグスリ
絣,絣,カスリ
着床,着床,チャクショウ
駐日,駐日,チュウニチ
海道,海道,カイドウ
リバー,リバー,リバー
元首,元首,ゲンシュ
ストラップ,ストラップ,ストラップ
対空,対空,タイクウ
駅名,駅名,エキメイ
三蔵,三蔵,サンゾウ
リバウンド,リバウンド,リバウンド
体長,体長,タイチョウ
御霊,御霊,ミタマ
炉辺,炉辺,ロヘン
挙式,挙式,キョシキ
円安,円安,エンヤス
ロココ,ロココ,ロココ
権能,権能,ケンノウ
陸相,陸相,リクショウ
温熱,温熱,オンネツ
ノブ,ノブ,ノブ
一昨日,おととい,オトトイ
難題,難題,ナンダイ
忘れ去る,忘れ去る,ワスレサル
ハンデ,ハンデ,ハンデ
軽率,軽率,ケイソツ
下敷き,下敷き,シタジキ
陰口,陰口,カゲグチ
追い抜く,追い抜く,オイヌク
同名,同名,ドウメイ
真っ当,まっとう,マットウ
落とし,落とし,オトシ
語り継ぐ,語り継ぐ,カタリツグ
同乗,同乗,ドウジョウ
晴天,晴天,セイテン
蛇口,蛇口,ジャグチ
近道,近道,チカミチ
泥沼,泥沼,ドロヌマ
退場,退場,タイジョウ
煎餅,せんべい,センベイ
ばん,ばん,バン
日夜,日夜,ニチヤ
克明,克明,コクメイ
本島,本島,ホントウ
非情,非情,ヒジョウ
名著,名著,メイチョ
別室,別室,ベッシツ
当直,当直,トウチョク
並列,並列,ヘイレツ
催し,催し,モヨオシ
旧式,旧式,キュウシキ
前庭,前庭,ゼンテイ
決起,決起,ケッキ
鮒,フナ,フナ
タン鱻tongue,タン,タン
全開,全開,ゼンカイ
呼び込む,呼び込む,ヨビコム
仄めかす,ほのめかす,ホノメカス
蒸し暑い,蒸し暑い,ムシアツイ
イングリッシュ,イングリッシュ,イングリッシュ
持病,持病,ジビョウ
親交,親交,シンコウ
陶酔,陶酔,トウスイ
強風,強風,キョウフウ
蔑む,さげすむ,サゲスム
ラジカル,ラジカル,ラジカル
毛頭,毛頭,モウトウ
委,委,イ
痛々しい,痛々しい,イタイタシイ
短気,短気,タンキ
模する,模する,モスル
ブロー,ブロー,ブロー
引け,引け,ヒケ
採点,採点,サイテン
険悪,険悪,ケンアク
数多,あまた,アマタ
飛翔,飛翔,ヒショウ
縁者,縁者,エンジャ
這い上がる,はい上がる,ハイアガル
最長,最長,サイチョウ
殺虫,殺虫,サッチュウ
刻印,刻印,コクイン
至福,至福,シフク
乗り場,乗り場,ノリバ
ライフル,ライフル,ライフル
乗り入れる,乗り入れる,ノリイレル
落選,落選,ラクセン
冷,冷,レイ
防犯,防犯,ボウハン
盥,たらい,タライ
救命,救命,キュウメイ
裁定,裁定,サイテイ
蚕,蚕,カイコ
資する,資する,シスル
斤,斤,キン
痘,痘,トウ
厚手,厚手,アツデ
水車,水車,スイシャ
殉教,殉教,ジュンキョウ
一隅,一隅,イチグウ
慎ましい,つつましい,ツツマシイ
奔放,奔放,ホンポウ
ごしごし,ゴシゴシ,ゴシゴシ
論考,論考,ロンコウ
晒し,気長,キナガ
か細い,か細い,カボソイ
尉,尉,イ
懺悔,ざんげ,ザンゲ
口上,口上,コウジョウ
鉄橋,鉄橋,テッキョウ
勇猛,勇猛,ユウモウ
目上,目上,メウエ
立て掛ける,立てかける,タテカケル
布陣,布陣,フジン
史跡,史跡,シセキ
ソーダ,ソーダ,ソーダ
生母,生母,セイボ
耳打ち,耳打ち,ミミウチ
教化,教化,キョウカ
日暮れ,日暮れ,ヒグレ
読み物,読み物,ヨミモノ
形象,形象,ケイショウ
分立,分立,ブンリツ
理工,理工,リコウ
嫡男,嫡男,チャクナン
大卒,大卒,ダイソツ
キャスト,キャスト,キャスト
コーラス,コーラス,コーラス
来航,来航,ライコウ
小銃,小銃,ショウジュウ
新撰,新撰,シンセン
妙法,妙法,ミョウホウ
持ち家,持ち家,モチイエ
